CD4+_CD25_CD45RA+_Naive_Primary_Cells | H3K27ac | Roadmap
Raji_B_Lymphocyte_Blood | H3K4me1 | ID:47799
T_Lymphocyte_Blood | HMGN1 | ID:5194
Treg_cell | H3K4me3 | ID:68172
B_Lymphocyte_Tonsil | CREBBP | ID:73720
GM12878_B_Lymphocyte_Blood | H3K4me1 | ID:49297
T_Lymphocyte_Blood | H3K4me3 | ID:36163
RS4_B_Lymphocyte | H3K79me2 | ID:34965
Raji_B_Lymphocyte_Blood | POLR2A | ID:81320
Treg_cell | H3K18ac | ID:68175
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74128
T_Lymphocyte_Blood | H3K4me3 | ID:8139
CD4+_CD25int_CD127+_Tmem_Primary_Cells | H3K9me3 | Roadmap
T_Lymphocyte_Blood | DNase | ID:45082
Th1 | T | ID:73454
T_Lymphocyte_Blood | H3K4me1 | ID:36436
T_Lymphocyte_Blood | POLR2A | ID:4458
T_Lymphocyte_Blood | H3K27ac | ID:58658
P493-6_B_cell_lymphoma | POLR2A | ID:33179
KB_Cell_Epithelium_HeLa_contaminant | H3K9ac | ID:43308
GM12878_B_Lymphocyte_Blood | TCF7L1 | ID:46140
T_Lymphocyte_Blood | H3K4me3 | ID:58713
KOPT-K1_T_Lymphocyte_Blood | H3K36me3 | ID:43752
T_Lymphocyte | H3K4me3 | ID:8206
T_Lymphocyte_Blood | H3K4me2 | ID:47975
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42275
T_Lymphocyte_Blood | H3K4me3 | ID:58743
Monocyte_Blood | H3K27ac | ID:41298
Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44234
Dendritic_Cell | H3K4me1 | ID:53581
Monocyte_Blood | H3K27ac | ID:66443
GM12878_B_Lymphocyte_Blood | EP300 | ID:46122
T_Lymphocyte_Blood | H3K4me2 | ID:47989
P493-6_B_cell_lymphoma | MYC | ID:52359
Activated_Treg | H3K27ac | ID:57153
Monocyte_Blood | H3K4me3 | ID:36664
T_Lymphocyte | H3K4me2 | ID:69058
T_Lymphocyte_Blood | H3K4me3 | ID:58708
T_Lymphocyte_Blood | POLR2A | ID:36298
CAL-1_Dendritic_Cell | TCF4 | ID:47101
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49516
T_Lymphocyte_Cord_blood | H3K4me1 | ID:3687
Monocyte_Blood | H3K27ac | ID:81424
Monocyte_Blood | H3K27ac | ID:66426
Dendritic_Cell | H3K4me3 | ID:53568
Monocyte_Blood | H3K4me1 | ID:45534
T_Lymphocyte_Blood | H3K4me2 | ID:47941
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49505
T_Lymphocyte_Blood | CTCF | ID:3060
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85726
T_Lymphocyte_Blood | H3K4me1 | ID:3582
B_Lymphocyte_Lymph_Node | DNase | ID:5120
MNC491_Monocyte | H3K4me3 | ID:49310
T_Lymphocyte_Blood | H3K27ac | ID:58667
P493-6_B_cell_lymphoma | MYC | ID:33168
Monocyte_Blood | H3K27ac | ID:88488
Monocyte_Blood | H3K4me3 | ID:71778
T_Lymphocyte_Blood | H3K4me3 | ID:58740
T_Lymphocyte_Blood | H3K4me3 | ID:58711
Treg_cell | H3K18ac | ID:68174
Monocyte_Blood | H3K4me3 | ID:72234
Th1 | H3K4me3 | ID:69887
GM12878_B_Lymphocyte_Blood | CTCF | ID:42272
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49805
P493-6_B_cell_lymphoma | POLR2A | ID:32820
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48317
CD8_Naive_Primary_Cells | H3K9me3 | Roadmap
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42169
Monocyte_Blood | H3K4me3 | ID:72298
T_Lymphocyte_Blood | H3K4me3 | ID:58736
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53717
T_Lymphocyte_Blood | DNase | ID:3140
B_Lymphocyte | H3K4me3 | ID:72777
Raji_B_Lymphocyte_Blood | MYC | ID:70964
Th1 | POLR2A | ID:72418
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85724
Monocyte_Blood | H2Bub | ID:84913
T_Lymphocyte_Blood | H3K4me3 | ID:58757
Monocyte_Blood | H3K27ac | ID:84768
T_Lymphocyte_Blood | H3K4me3 | ID:36155
B_cell_precursor | IKZF1 | ID:73235
CUTLL1_T_Lymphocyte_Blood | ZNF143 | ID:396
Monocyte_Blood | H3K4me3 | ID:39835
B_Lymphocyte_Cord_blood | H3K4me1 | ID:37990
GM12875_B_Lymphocyte_Blood | H3K4me3 | ID:45205
T_Lymphocyte | H3K36me3 | ID:8154
GM12878_B_Lymphocyte_Blood | HDGF | ID:62849
B_Lymphocyte_Spleen | DNase | ID:42140
T_Lymphocyte_Blood | H3K27ac | ID:58679
Raji_B_Lymphocyte_Blood | POLR2A | ID:70954
Th2 | POLR2A | ID:72422
T_Lymphocyte_Blood | H3K27ac | ID:58654
T_Lymphocyte_Blood | H3K27ac | ID:58688
Jurkat_T_Lymphocyte_Blood | H3K79me3 | ID:53712
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74135
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49517
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:43743
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:9489
Monocyte | H3K4me3 | ID:35496
Monocyte_Blood | H3K27ac | ID:41297
T_Lymphocyte_Blood | RUNX1 | ID:44097
B_Lymphocyte_Lymph_Node | H3ac | ID:51677
Monocyte_Blood | H3K27ac | ID:88490
Monocyte_Blood | H3K27ac | ID:82672
T_Lymphocyte_Blood | POLR2A | ID:4460
OCI-Ly7_B_cell_lymphoma_Blood | BACH2 | ID:39577
Monocyte_Blood | H3K36me3 | ID:45442
Monocyte_Blood | H3K27ac | ID:66427
GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63098
T_Lymphocyte_Blood | H3K4me2 | ID:47956
Plasmablast | H3K4me1 | ID:57013
